Fecha,Residuo,Tipo,Clasificación,Tipo de Movimiento,Fuente,Cantidad (kg)
16/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea D,87.6
16/10/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,208.8
16/10/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,28
16/10/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,12.6
16/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,43.4
16/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea B,43.4
16/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,43.4
16/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,43.4
16/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,CEDI,22.5
16/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Salida,,321.2
16/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,16.8
16/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea B,16.8
16/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,16.8
16/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,16.8
16/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,271
16/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,CEDI,16.4
16/10/2018,PL - Polietileno,Convencionales,Aprovechable,Salida,,68.2
17/10/2018,Residuos del Casino,Convencionales,Aprovechable,Salida,,510
17/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,23.9
17/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,23.9
17/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,23.9
17/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,23.9
17/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,CEDI,99.4
17/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Salida,,800
17/10/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,CEDI,170
17/10/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Doria Mosquera,130
17/10/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,60
17/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,270.6
17/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,67.8
17/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,203.2
17/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Salida,,1420
17/10/2018,DS - Descarte,Proceso,Aprovechable,Salida,,230
18/10/2018,Ordinarios,Ordinarios,No Aprovechable,Salida,,610
18/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,40.9
18/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,40.9
18/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,40.9
18/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,40.9
18/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,82.6
18/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,82.6
18/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,82.6
18/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea D,82.6
18/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,62
18/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,62
18/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,62
18/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea D,62
18/10/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,Molino,225
18/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,40.2
18/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea B,40.2
18/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,40.2
18/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,40.2
18/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,CEDI,48.6
18/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,7.7
18/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea B,7.7
18/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,7.7
18/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,7.7
18/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,163.2
18/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,CEDI,16.4
19/10/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Salida,,145.8
19/10/2018,Estibas,Convencionales,Aprovechable,Salida,,610
19/10/2018,Madera Retal,Convencionales,Aprovechable,Salida,,250
19/10/2018,Vasos Desechables,Convencionales,Aprovechable,Salida,,13.2
19/10/2018,Plegadiza,Convencionales,Aprovechable,Salida,,50
19/10/2018,Cartón,Convencionales,Aprovechable,Salida,,810
19/10/2018,Lonas,Convencionales,Aprovechable,Salida,,130
19/10/2018,Cores,Convencionales,Aprovechable,Salida,,240
19/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,101.1
19/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,101.1
19/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,101.1
19/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,101.1
19/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Salida,,284.6
19/10/2018,PL - Polietileno,Convencionales,Aprovechable,Salida,,481
19/10/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,CEDI,70
19/10/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Doria Mosquera,35
19/10/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,40
20/10/2018,Ordinarios,Ordinarios,No Aprovechable,Salida,,420
20/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,79.1
20/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,79.1
20/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,79.1
20/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Salida,,930
20/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,66.5
20/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,66.5
20/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,66.5
20/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea D,66.5
20/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Salida,,930
20/10/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,82
20/10/2018,DS - Descarte,Proceso,Aprovechable,Salida,,310
20/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,34.2
20/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea B,34.2
20/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,34.2
20/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,34.2
20/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,CEDI,30.6
20/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,11.8
20/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea B,11.8
20/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,11.8
20/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,11.8
20/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,87
22/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,344.6
22/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,344.6
22/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,344.6
22/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,344.6
22/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,328.4
22/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,226.8
22/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,226.8
22/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea D,236
22/10/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,435.2
22/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,43.7
22/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea B,43.7
22/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,43.7
22/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,43.7
22/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,CEDI,24.6
22/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,21.4
22/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea B,21.4
22/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,21.4
22/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,21.4
22/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,122.8
22/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,CEDI,15.2
22/10/2018,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,,17
23/10/2018,Residuos del Casino,Convencionales,Aprovechable,Salida,,420
23/10/2018,Ordinarios,Ordinarios,No Aprovechable,Salida,,540
23/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,81.9
23/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,81.9
23/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,81.9
23/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,81.9
23/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Salida,,158.8
23/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Salida,,1540
23/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,110.8
23/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,110.8
23/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,110.8
23/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea D,110.8
23/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Salida,,1480
23/10/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,41
23/10/2018,DS - Descarte,Proceso,Aprovechable,Salida,,480
23/10/2018,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,,38
23/10/2018,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,,17.6
24/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,130.9
24/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,130.9
24/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,130.9
24/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,130.9
24/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,49.3
24/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,3525.2
24/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,49.7
24/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea D,49.3
24/10/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,105
24/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,29.2
24/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea B,29.2
24/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,29.2
24/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,29.2
24/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,CEDI,24.4
24/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,80.6
25/10/2018,Lonas,Convencionales,Aprovechable,Salida,,4
25/10/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Salida,,458
25/10/2018,Plegadiza,Convencionales,Aprovechable,Salida,,130
25/10/2018,Vasos Desechables,Convencionales,Aprovechable,Salida,,40
25/10/2018,Cores,Convencionales,Aprovechable,Salida,,610
25/10/2018,Cartón,Convencionales,Aprovechable,Salida,,710
25/10/2018,Ordinarios,Ordinarios,No Aprovechable,Salida,,720
25/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Salida,,920
25/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Salida,,3550
25/10/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,281.6
25/10/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,225
25/10/2018,DS - Descarte,Proceso,Aprovechable,Salida,,320
25/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,70.5
25/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,70.5
25/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,70.5
25/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,70.5
25/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Salida,,21.2
25/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,36.1
25/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea B,36.1
25/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,36.1
25/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,36.1
25/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,CEDI,45.8
25/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Salida,,407
25/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,13.1
25/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea B,13.1
25/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,13.1
25/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,13.1
25/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,83.8
25/10/2018,PL - Polietileno,Convencionales,Aprovechable,Salida,,535.2
25/10/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Doria Mosquera,60
25/10/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,70
25/10/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,CEDI,276
25/10/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,,70
25/10/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Doria Mosquera,38
26/10/2018,SD - Descarte Saborizado,Proceso,Aprovechable,Salida,,210
26/10/2018,SR - Recorte saborizada,Proceso,Aprovechable,Salida,,2330
26/10/2018,Cartón,Convencionales,Aprovechable,Salida,,230
26/10/2018,Saborizada,,,Ingreso,Saborizadas,2330
26/10/2018,Saborizada,,,Salida,Saborizadas,2330
26/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,44.4
26/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,44.4
26/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,44.4
26/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,44.4
26/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,CEDI,54.2
26/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Salida,,21.2
26/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,30.8
26/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,30.8
26/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,30.8
26/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea D,30.8
26/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,59
26/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea B,59
26/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,59
26/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,59
26/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,CEDI,46.4
26/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,12.1
26/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea B,12.1
26/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,12.1
26/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,12.1
26/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,72.8
27/10/2018,Ordinarios,Ordinarios,No Aprovechable,Salida,,690
29/10/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Salida,,161.6
29/10/2018,Estibas,Convencionales,Aprovechable,Salida,,2640
29/10/2018,Dotación,Convencionales,Aprovechable,Salida,,31.8
29/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,296
29/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,296
29/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,296
29/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,296
29/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Salida,,1410
29/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,190.8
29/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,190.8
29/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,190.8
29/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea D,190.8
29/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Salida,,810
29/10/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,39
29/10/2018,DS - Descarte,Proceso,Aprovechable,Salida,,330
29/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,42.3
29/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea B,42.3
29/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,42.3
29/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,42.3
29/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,CEDI,37.4
29/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Salida,,581
29/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,9.5
29/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea B,9.5
29/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,9.5
29/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,9.5
29/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,181.8
29/10/2018,PL - Polietileno,Convencionales,Aprovechable,Salida,,353
29/10/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,CEDI,80
29/10/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Doria Mosquera,60
29/10/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,21.6
30/10/2018,Residuos del Casino,Convencionales,Aprovechable,Salida,,430
30/10/2018,Ordinarios,Ordinarios,No Aprovechable,Salida,,600
30/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,40.1
30/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,40.1
30/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,40.1
30/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,40.1
30/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Salida,,52.8
30/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,146.8
30/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,146.8
30/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,146.8
30/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea D,146.8
30/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,92.9
30/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea B,92.9
30/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,92.9
30/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,92.9
30/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,CEDI,14.2
30/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,23.3
30/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea B,23.3
30/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,23.3
30/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,23.3
30/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,CEDI,25.6
30/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,78.4
31/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,49.5
31/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,49.5
31/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,49.5
31/10/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,49.5
31/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,59.9
31/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,59.9
31/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,59.9
31/10/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea D,59.9
31/10/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,Molino,725
31/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,19.5
31/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea B,19.5
31/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,19.5
31/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,19.5
31/10/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,CEDI,20.2
31/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,12.2
31/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea B,12.2
31/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,12.2
31/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,12.2
31/10/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,170.6
31/10/2018,Sólidos contaminados pintura,Residuo Peligroso,Y12,Salida,,8.6
31/10/2018,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,,19.2
31/10/2018,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,,25.6
31/10/2018,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,,6.4
31/10/2018,Cinta marcación,Residuo Peligroso,Y12,Salida,,8.6
31/10/2018,Sólidos contaminados pintura,Residuo Peligroso,Y12,Salida,,1.6
31/10/2018,Aceite con agua,Residuo Peligroso,Y9,Salida,,244.6
31/10/2018,Fosfamina,Residuo Peligroso,Y4,Salida,,44.8
31/10/2018,Material contaminado con plaguicidas,Residuo Peligroso,Y4,Salida,,8.8
31/10/2018,Laboratorio y Hospitalarios,Residuo Peligroso,A4020,Salida,,17.6
31/10/2018,Sustancias químicas de laboratorio,Residuo Peligroso,A4020,Salida,,51.6
1/11/2018,Ordinarios,Ordinarios,No Aprovechable,Salida,,440
1/11/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Salida,,360
1/11/2018,Vasos Desechables,Convencionales,Aprovechable,Salida,,18.8
